OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10423,GOURL,6,1997-01-23 00:00:00.000,1997-02-06 00:00:00.000,1997-02-24 00:00:00.000,3,24.50,Campinas,SP,04876-786,Brazil
10424,MEREP,7,1997-01-23 00:00:00.000,1997-02-20 00:00:00.000,1997-01-27 00:00:00.000,2,370.61,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,6,1997-01-24 00:00:00.000,1997-02-21 00:00:00.000,1997-02-14 00:00:00.000,2,7.93,Toulouse,NULL,31000,France
10426,GALED,4,1997-01-27 00:00:00.000,1997-02-24 00:00:00.000,1997-02-06 00:00:00.000,1,18.69,Barcelona,NULL,8022,Spain
10427,PICCO,4,1997-01-27 00:00:00.000,1997-02-24 00:00:00.000,1997-03-03 00:00:00.000,2,31.29,Salzburg,NULL,5020,Austria
10428,REGGC,7,1997-01-28 00:00:00.000,1997-02-25 00:00:00.000,1997-02-04 00:00:00.000,1,11.09,Reggio Emilia,NULL,42100,Italy
10429,HUNGO,3,1997-01-29 00:00:00.000,1997-03-12 00:00:00.000,1997-02-07 00:00:00.000,2,56.63,Cork,Co. Cork,NULL,Ireland
10430,ERNSH,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-03 00:00:00.000,1,458.78,Graz,NULL,8010,Austria
10431,BOTTM,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-07 00:00:00.000,2,44.17,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,1997-01-31 00:00:00.000,1997-02-14 00:00:00.000,1997-02-07 00:00:00.000,2,4.34,Lander,WY,82520,USA
10433,PRINI,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-03-04 00:00:00.000,3,73.83,Lisboa,NULL,1756,Portugal
10434,FOLKO,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-02-13 00:00:00.000,2,17.92,Bräcke,NULL,S-844 67,Sweden
10435,CONSH,8,1997-02-04 00:00:00.000,1997-03-18 00:00:00.000,1997-02-07 00:00:00.000,2,9.21,London,NULL,WX1 6LT,UK
10436,BLONP,3,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-11 00:00:00.000,2,156.66,Strasbourg,NULL,67000,France
10437,WARTH,8,1997-02-05 00:00:00.000,1997-03-05 00:00:00.000,1997-02-12 00:00:00.000,1,19.97,Oulu,NULL,90110,Finland
10438,TOMSP,3,1997-02-06 00:00:00.000,1997-03-06 00:00:00.000,1997-02-14 00:00:00.000,2,8.24,Münster,NULL,44087,Germany
10439,MEREP,6,1997-02-07 00:00:00.000,1997-03-07 00:00:00.000,1997-02-10 00:00:00.000,3,4.07,Montréal,Québec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10 00:00:00.000,1997-03-10 00:00:00.000,1997-02-28 00:00:00.000,2,86.53,Boise,ID,83720,USA
10441,OLDWO,3,1997-02-10 00:00:00.000,1997-03-24 00:00:00.000,1997-03-14 00:00:00.000,2,73.02,Anchorage,AK,99508,USA
10442,ERNSH,3,1997-02-11 00:00:00.000,1997-03-11 00:00:00.000,1997-02-18 00:00:00.000,2,47.94,Graz,NULL,8010,Austria
10443,REGGC,8,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-14 00:00:00.000,1,13.95,Reggio Emilia,NULL,42100,Italy
10444,BERGS,3,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-21 00:00:00.000,3,3.50,Luleå,NULL,S-958 22,Sweden
10445,BERGS,3,1997-02-13 00:00:00.000,1997-03-13 00:00:00.000,1997-02-20 00:00:00.000,1,9.30,Luleå,NULL,S-958 22,Sweden
10446,TOMSP,6,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-02-19 00:00:00.000,1,14.68,Münster,NULL,44087,Germany
10447,RICAR,4,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-03-07 00:00:00.000,2,68.66,Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,1997-02-17 00:00:00.000,1997-03-17 00:00:00.000,1997-02-24 00:00:00.000,2,38.82,Buenos Aires,NULL,1010,Argentina
10449,BLONP,3,1997-02-18 00:00:00.000,1997-03-18 00:00:00.000,1997-02-27 00:00:00.000,2,53.30,Strasbourg,NULL,67000,France
10450,VICTE,8,1997-02-19 00:00:00.000,1997-03-19 00:00:00.000,1997-03-11 00:00:00.000,2,7.23,Lyon,NULL,69004,France
10451,QUICK,4,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,3,189.09,Cunewalde,NULL,01307,Germany
10452,SAVEA,8,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,1997-02-26 00:00:00.000,1,140.26,Boise,ID,83720,USA
10453,AROUT,1,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-26 00:00:00.000,2,25.36,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,4,1997-02-21 00:00:00.000,1997-03-21 00:00:00.000,1997-02-25 00:00:00.000,3,2.74,Toulouse,NULL,31000,France
10455,WARTH,8,1997-02-24 00:00:00.000,1997-04-07 00:00:00.000,1997-03-03 00:00:00.000,2,180.45,Oulu,NULL,90110,Finland
10456,KOENE,8,1997-02-25 00:00:00.000,1997-04-08 00:00:00.000,1997-02-28 00:00:00.000,2,8.12,Brandenburg,NULL,14776,Germany
10457,KOENE,2,1997-02-25 00:00:00.000,1997-03-25 00:00:00.000,1997-03-03 00:00:00.000,1,11.57,Brandenburg,NULL,14776,Germany
10458,SUPRD,7,1997-02-26 00:00:00.000,1997-03-26 00:00:00.000,1997-03-04 00:00:00.000,3,147.06,Charleroi,NULL,B-6000,Belgium
10459,VICTE,4,1997-02-27 00:00:00.000,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,2,25.09,Lyon,NULL,69004,France
10460,FOLKO,8,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-03 00:00:00.000,1,16.27,Bräcke,NULL,S-844 67,Sweden
10461,LILAS,1,1997-02-28 00:00:00.000,1997-03-28 00:00:00.000,1997-03-05 00:00:00.000,3,148.61,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,1997-03-03 00:00:00.000,1997-03-31 00:00:00.000,1997-03-18 00:00:00.000,1,6.17,London,NULL,WX1 6LT,UK
10463,SUPRD,5,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-06 00:00:00.000,3,14.78,Charleroi,NULL,B-6000,Belgium
10464,FURIB,4,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,2,89.00,Lisboa,NULL,1675,Portugal
10465,VAFFE,1,1997-03-05 00:00:00.000,1997-04-02 00:00:00.000,1997-03-14 00:00:00.000,3,145.04,Århus,NULL,8200,Denmark
10466,COMMI,4,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,1,11.93,Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00.000,2,4.93,Bergamo,NULL,24100,Italy
10468,KOENE,3,1997-03-07 00:00:00.000,1997-04-04 00:00:00.000,1997-03-12 00:00:00.000,3,44.12,Brandenburg,NULL,14776,Germany
10469,WHITC,1,1997-03-10 00:00:00.000,1997-04-07 00:00:00.000,1997-03-14 00:00:00.000,1,60.18,Seattle,WA,98124,USA
10470,BONAP,4,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-14 00:00:00.000,2,64.56,Marseille,NULL,13008,France
10471,BSBEV,2,1997-03-11 00:00:00.000,1997-04-08 00:00:00.000,1997-03-18 00:00:00.000,3,45.59,London,NULL,EC2 5NT,UK
10472,SEVES,8,1997-03-12 00:00:00.000,1997-04-09 00:00:00.000,1997-03-19 00:00:00.000,1,4.20,London,NULL,OX15 4NB,UK
10473,ISLAT,1,1997-03-13 00:00:00.000,1997-03-27 00:00:00.000,1997-03-21 00:00:00.000,3,16.37,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,1997-03-13 00:00:00.000,1997-04-10 00:00:00.000,1997-03-21 00:00:00.000,2,83.49,México D.F.,NULL,05033,Mexico
10475,SUPRD,9,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,1,68.52,Charleroi,NULL,B-6000,Belgium
10476,HILAA,8,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-24 00:00:00.000,3,4.41,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,5,1997-03-17 00:00:00.000,1997-04-14 00:00:00.000,1997-03-25 00:00:00.000,2,13.02,Lisboa,NULL,1756,Portugal
10478,VICTE,2,1997-03-18 00:00:00.000,1997-04-01 00:00:00.000,1997-03-26 00:00:00.000,3,4.81,Lyon,NULL,69004,France
10479,RATTC,3,1997-03-19 00:00:00.000,1997-04-16 00:00:00.000,1997-03-21 00:00:00.000,3,708.95,Albuquerque,NM,87110,USA
10480,FOLIG,6,1997-03-20 00:00:00.000,1997-04-17 00:00:00.000,1997-03-24 00:00:00.000,2,1.35,Lille,NULL,59000,France
10481,RICAR,8,1997-03-20 00:00:00.000,1997-04-17 00:00:00.000,1997-03-25 00:00:00.000,2,64.33,Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,1997-03-21 00:00:00.000,1997-04-18 00:00:00.000,1997-04-10 00:00:00.000,3,7.48,Walla Walla,WA,99362,USA
10483,WHITC,7,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-25 00:00:00.000,2,15.28,Seattle,WA,98124,USA
10484,BSBEV,3,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-01 00:00:00.000,3,6.88,London,NULL,EC2 5NT,UK
10485,LINOD,4,1997-03-25 00:00:00.000,1997-04-08 00:00:00.000,1997-03-31 00:00:00.000,2,64.45,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-04-02 00:00:00.000,2,30.53,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,2,1997-03-26 00:00:00.000,1997-04-23 00:00:00.000,1997-03-28 00:00:00.000,2,71.07,Sao Paulo,SP,05487-020,Brazil
10488,FRANK,8,1997-03-27 00:00:00.000,1997-04-24 00:00:00.000,1997-04-02 00:00:00.000,2,4.93,München,NULL,80805,Germany
10489,PICCO,6,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,1997-04-09 00:00:00.000,2,5.29,Salzburg,NULL,5020,Austria
10490,HILAA,7,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-03 00:00:00.000,2,210.19,San Cristóbal,Táchira,5022,Venezuela
10491,FURIB,8,1997-03-31 00:00:00.000,1997-04-28 00:00:00.000,1997-04-08 00:00:00.000,3,16.96,Lisboa,NULL,1675,Portugal
10492,BOTTM,3,1997-04-01 00:00:00.000,1997-04-29 00:00:00.000,1997-04-11 00:00:00.000,1,62.89,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-10 00:00:00.000,3,10.64,Toulouse,NULL,31000,France
10494,COMMI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,1997-04-09 00:00:00.000,2,65.99,Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,3,1997-04-03 00:00:00.000,1997-05-01 00:00:00.000,1997-04-11 00:00:00.000,3,4.65,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,2,46.77,Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,1997-04-04 00:00:00.000,1997-05-02 00:00:00.000,1997-04-07 00:00:00.000,1,36.21,Frankfurt a.M.,NULL,60528,Germany
10498,HILAA,8,1997-04-07 00:00:00.000,1997-05-05 00:00:00.000,1997-04-11 00:00:00.000,2,29.75,San Cristóbal,Táchira,5022,Venezuela
10499,LILAS,4,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,1997-04-16 00:00:00.000,2,102.02,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,1,42.68,Toulouse,NULL,31000,France
10501,BLAUS,9,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,1997-04-16 00:00:00.000,3,8.85,Mannheim,NULL,68306,Germany
10502,PERIC,2,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,1997-04-29 00:00:00.000,1,69.32,México D.F.,NULL,05033,Mexico
10503,HUNGO,6,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-16 00:00:00.000,2,16.74,Cork,Co. Cork,NULL,Ireland
10504,WHITC,4,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,1997-04-18 00:00:00.000,3,59.13,Seattle,WA,98124,USA
10505,MEREP,3,1997-04-14 00:00:00.000,1997-05-12 00:00:00.000,1997-04-21 00:00:00.000,3,7.13,Montréal,Québec,H1J 1C3,Canada
10506,KOENE,9,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-05-02 00:00:00.000,2,21.19,Brandenburg,NULL,14776,Germany
10507,ANTON,7,1997-04-15 00:00:00.000,1997-05-13 00:00:00.000,1997-04-22 00:00:00.000,1,47.45,México D.F.,NULL,05023,Mexico
10508,OTTIK,1,1997-04-16 00:00:00.000,1997-05-14 00:00:00.000,1997-05-13 00:00:00.000,2,4.99,Köln,NULL,50739,Germany
10509,BLAUS,4,1997-04-17 00:00:00.000,1997-05-15 00:00:00.000,1997-04-29 00:00:00.000,1,0.15,Mannheim,NULL,68306,Germany
10510,SAVEA,6,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-28 00:00:00.000,3,367.63,Boise,ID,83720,USA
10511,BONAP,4,1997-04-18 00:00:00.000,1997-05-16 00:00:00.000,1997-04-21 00:00:00.000,3,350.64,Marseille,NULL,13008,France
10512,FAMIA,7,1997-04-21 00:00:00.000,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,2,3.53,Sao Paulo,SP,05442-030,Brazil
10513,WANDK,7,1997-04-22 00:00:00.000,1997-06-03 00:00:00.000,1997-04-28 00:00:00.000,1,105.65,Stuttgart,NULL,70563,Germany
10514,ERNSH,3,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,1997-05-16 00:00:00.000,2,789.95,Graz,NULL,8010,Austria
10515,QUICK,2,1997-04-23 00:00:00.000,1997-05-07 00:00:00.000,1997-05-23 00:00:00.000,1,204.47,Cunewalde,NULL,01307,Germany
10516,HUNGO,2,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-05-01 00:00:00.000,3,62.78,Cork,Co. Cork,NULL,Ireland
10517,NORTS,3,1997-04-24 00:00:00.000,1997-05-22 00:00:00.000,1997-04-29 00:00:00.000,3,32.07,London,NULL,SW7 1RZ,UK
10518,TORTU,4,1997-04-25 00:00:00.000,1997-05-09 00:00:00.000,1997-05-05 00:00:00.000,2,218.15,México D.F.,NULL,05033,Mexico
10519,CHOPS,6,1997-04-28 00:00:00.000,1997-05-26 00:00:00.000,1997-05-01 00:00:00.000,3,91.76,Bern,NULL,3012,Switzerland
10520,SANTG,7,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-01 00:00:00.000,1,13.37,Stavern,NULL,4110,Norway
10521,CACTU,8,1997-04-29 00:00:00.000,1997-05-27 00:00:00.000,1997-05-02 00:00:00.000,2,17.22,Buenos Aires,NULL,1010,Argentina
10522,LEHMS,4,1997-04-30 00:00:00.000,1997-05-28 00:00:00.000,1997-05-06 00:00:00.000,1,45.33,Frankfurt a.M.,NULL,60528,Germany
10523,SEVES,7,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-30 00:00:00.000,2,77.63,London,NULL,OX15 4NB,UK
10524,BERGS,1,1997-05-01 00:00:00.000,1997-05-29 00:00:00.000,1997-05-07 00:00:00.000,2,244.79,Luleå,NULL,S-958 22,Sweden
10525,BONAP,1,1997-05-02 00:00:00.000,1997-05-30 00:00:00.000,1997-05-23 00:00:00.000,2,11.06,Marseille,NULL,13008,France
10526,WARTH,4,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-15 00:00:00.000,2,58.59,Oulu,NULL,90110,Finland
10527,QUICK,7,1997-05-05 00:00:00.000,1997-06-02 00:00:00.000,1997-05-07 00:00:00.000,1,41.90,Cunewalde,NULL,01307,Germany
10528,GREAL,6,1997-05-06 00:00:00.000,1997-05-20 00:00:00.000,1997-05-09 00:00:00.000,2,3.35,Eugene,OR,97403,USA
10529,MAISD,5,1997-05-07 00:00:00.000,1997-06-04 00:00:00.000,1997-05-09 00:00:00.000,2,66.69,Bruxelles,NULL,B-1180,Belgium
10530,PICCO,3,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-12 00:00:00.000,2,339.22,Salzburg,NULL,5020,Austria
10531,OCEAN,7,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-19 00:00:00.000,1,8.12,Buenos Aires,NULL,1010,Argentina
10532,EASTC,7,1997-05-09 00:00:00.000,1997-06-06 00:00:00.000,1997-05-12 00:00:00.000,3,74.46,London,NULL,WX3 6FW,UK
10533,FOLKO,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-22 00:00:00.000,1,188.04,Bräcke,NULL,S-844 67,Sweden
10534,LEHMS,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,1997-05-14 00:00:00.000,2,27.94,Frankfurt a.M.,NULL,60528,Germany
10535,ANTON,4,1997-05-13 00:00:00.000,1997-06-10 00:00:00.000,1997-05-21 00:00:00.000,1,15.64,México D.F.,NULL,05023,Mexico
10536,LEHMS,3,1997-05-14 00:00:00.000,1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,2,58.88,Frankfurt a.M.,NULL,60528,Germany
10537,RICSU,1,1997-05-14 00:00:00.000,1997-05-28 00:00:00.000,1997-05-19 00:00:00.000,1,78.85,Genève,NULL,1204,Switzerland
10538,BSBEV,9,1997-05-15 00:00:00.000,1997-06-12 00:00:00.000,1997-05-16 00:00:00.000,3,4.87,London,NULL,EC2 5NT,UK
10539,BSBEV,6,1997-05-16 00:00:00.000,1997-06-13 00:00:00.000,1997-05-23 00:00:00.000,3,12.36,London,NULL,EC2 5NT,UK
10540,QUICK,3,1997-05-19 00:00:00.000,1997-06-16 00:00:00.000,1997-06-13 00:00:00.000,3,1007.64,Cunewalde,NULL,01307,Germany
10541,HANAR,2,1997-05-19 00:00:00.000,1997-06-16 00:00:00.000,1997-05-29 00:00:00.000,1,68.65,Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,1,1997-05-20 00:00:00.000,1997-06-17 00:00:00.000,1997-05-26 00:00:00.000,3,10.95,Brandenburg,NULL,14776,Germany
10543,LILAS,8,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-23 00:00:00.000,2,48.17,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,1997-05-21 00:00:00.000,1997-06-18 00:00:00.000,1997-05-30 00:00:00.000,1,24.91,Portland,OR,97219,USA
10545,LAZYK,8,1997-05-22 00:00:00.000,1997-06-19 00:00:00.000,1997-06-26 00:00:00.000,2,11.92,Walla Walla,WA,99362,USA
10546,VICTE,1,1997-05-23 00:00:00.000,1997-06-20 00:00:00.000,1997-05-27 00:00:00.000,3,194.72,Lyon,NULL,69004,France
10547,SEVES,3,1997-05-23 00:00:00.000,1997-06-20 00:00:00.000,1997-06-02 00:00:00.000,2,178.43,London,NULL,OX15 4NB,UK
10548,TOMSP,3,1997-05-26 00:00:00.000,1997-06-23 00:00:00.000,1997-06-02 00:00:00.000,2,1.43,Münster,NULL,44087,Germany
10549,QUICK,5,1997-05-27 00:00:00.000,1997-06-10 00:00:00.000,1997-05-30 00:00:00.000,1,171.24,Cunewalde,NULL,01307,Germany
10550,GODOS,7,1997-05-28 00:00:00.000,1997-06-25 00:00:00.000,1997-06-06 00:00:00.000,3,4.32,Sevilla,NULL,41101,Spain
10551,FURIB,4,1997-05-28 00:00:00.000,1997-07-09 00:00:00.000,1997-06-06 00:00:00.000,3,72.95,Lisboa,NULL,1675,Portugal
10552,HILAA,2,1997-05-29 00:00:00.000,1997-06-26 00:00:00.000,1997-06-05 00:00:00.000,1,83.22,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,2,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-03 00:00:00.000,2,149.49,Oulu,NULL,90110,Finland
10554,OTTIK,4,1997-05-30 00:00:00.000,1997-06-27 00:00:00.000,1997-06-05 00:00:00.000,3,120.97,Köln,NULL,50739,Germany
10555,SAVEA,6,1997-06-02 00:00:00.000,1997-06-30 00:00:00.000,1997-06-04 00:00:00.000,3,252.49,Boise,ID,83720,USA
10556,SIMOB,2,1997-06-03 00:00:00.000,1997-07-15 00:00:00.000,1997-06-13 00:00:00.000,1,9.80,Kobenhavn,NULL,1734,Denmark
10557,LEHMS,9,1997-06-03 00:00:00.000,1997-06-17 00:00:00.000,1997-06-06 00:00:00.000,2,96.72,Frankfurt a.M.,NULL,60528,Germany
10558,AROUT,1,1997-06-04 00:00:00.000,1997-07-02 00:00:00.000,1997-06-10 00:00:00.000,2,72.97,Colchester,Essex,CO7 6JX,UK
10559,BLONP,6,1997-06-05 00:00:00.000,1997-07-03 00:00:00.000,1997-06-13 00:00:00.000,1,8.05,Strasbourg,NULL,67000,France
10560,FRANK,8,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,1,36.65,München,NULL,80805,Germany
10561,FOLKO,2,1997-06-06 00:00:00.000,1997-07-04 00:00:00.000,1997-06-09 00:00:00.000,2,242.21,Bräcke,NULL,S-844 67,Sweden
10562,REGGC,1,1997-06-09 00:00:00.000,1997-07-07 00:00:00.000,1997-06-12 00:00:00.000,1,22.95,Reggio Emilia,NULL,42100,Italy
10563,RICAR,2,1997-06-10 00:00:00.000,1997-07-22 00:00:00.000,1997-06-24 00:00:00.000,2,60.43,Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,4,1997-06-10 00:00:00.000,1997-07-08 00:00:00.000,1997-06-16 00:00:00.000,3,13.75,Albuquerque,NM,87110,USA
10565,MEREP,8,1997-06-11 00:00:00.000,1997-07-09 00:00:00.000,1997-06-18 00:00:00.000,2,7.15,Montréal,Québec,H1J 1C3,Canada
10566,BLONP,9,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-18 00:00:00.000,1,88.40,Strasbourg,NULL,67000,France
10567,HUNGO,1,1997-06-12 00:00:00.000,1997-07-10 00:00:00.000,1997-06-17 00:00:00.000,1,33.97,Cork,Co. Cork,NULL,Ireland
10568,GALED,3,1997-06-13 00:00:00.000,1997-07-11 00:00:00.000,1997-07-09 00:00:00.000,3,6.54,Barcelona,NULL,8022,Spain
10569,RATTC,5,1997-06-16 00:00:00.000,1997-07-14 00:00:00.000,1997-07-11 00:00:00.000,1,58.98,Albuquerque,NM,87110,USA
10570,MEREP,3,1997-06-17 00:00:00.000,1997-07-15 00:00:00.000,1997-06-19 00:00:00.000,3,188.99,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,8,1997-06-17 00:00:00.000,1997-07-29 00:00:00.000,1997-07-04 00:00:00.000,3,26.06,Graz,NULL,8010,Austria
10572,BERGS,3,1997-06-18 00:00:00.000,1997-07-16 00:00:00.000,1997-06-25 00:00:00.000,2,116.43,Luleå,NULL,S-958 22,Sweden
10573,ANTON,7,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-20 00:00:00.000,3,84.84,México D.F.,NULL,05023,Mexico
10574,TRAIH,4,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-30 00:00:00.000,2,37.60,Kirkland,WA,98034,USA
10575,MORGK,5,1997-06-20 00:00:00.000,1997-07-04 00:00:00.000,1997-06-30 00:00:00.000,1,127.34,Leipzig,NULL,04179,Germany
10576,TORTU,3,1997-06-23 00:00:00.000,1997-07-07 00:00:00.000,1997-06-30 00:00:00.000,3,18.56,México D.F.,NULL,05033,Mexico
10577,TRAIH,9,1997-06-23 00:00:00.000,1997-08-04 00:00:00.000,1997-06-30 00:00:00.000,2,25.41,Kirkland,WA,98034,USA
10578,BSBEV,4,1997-06-24 00:00:00.000,1997-07-22 00:00:00.000,1997-07-25 00:00:00.000,3,29.60,London,NULL,EC2 5NT,UK
10579,LETSS,1,1997-06-25 00:00:00.000,1997-07-23 00:00:00.000,1997-07-04 00:00:00.000,2,13.73,San Francisco,CA,94117,USA
10580,OTTIK,4,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-01 00:00:00.000,3,75.89,Köln,NULL,50739,Germany
10581,FAMIA,3,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-02 00:00:00.000,1,3.01,Sao Paulo,SP,05442-030,Brazil
10582,BLAUS,3,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00.000,2,27.71,Mannheim,NULL,68306,Germany
10583,WARTH,2,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,2,7.28,Oulu,NULL,90110,Finland
10584,BLONP,4,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,1,59.14,Strasbourg,NULL,67000,France
10585,WELLI,7,1997-07-01 00:00:00.000,1997-07-29 00:00:00.000,1997-07-10 00:00:00.000,1,13.41,Resende,SP,08737-363,Brazil
10586,REGGC,9,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,0.48,Reggio Emilia,NULL,42100,Italy
10587,QUEDE,1,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,1,62.52,Rio de Janeiro,RJ,02389-673,Brazil
10588,QUICK,2,1997-07-03 00:00:00.000,1997-07-31 00:00:00.000,1997-07-10 00:00:00.000,3,194.67,Cunewalde,NULL,01307,Germany
10589,GREAL,8,1997-07-04 00:00:00.000,1997-08-01 00:00:00.000,1997-07-14 00:00:00.000,2,4.42,Eugene,OR,97403,USA
10590,MEREP,4,1997-07-07 00:00:00.000,1997-08-04 00:00:00.000,1997-07-14 00:00:00.000,3,44.77,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,1,1997-07-07 00:00:00.000,1997-07-21 00:00:00.000,1997-07-16 00:00:00.000,1,55.92,Århus,NULL,8200,Denmark
10592,LEHMS,3,1997-07-08 00:00:00.000,1997-08-05 00:00:00.000,1997-07-16 00:00:00.000,1,32.10,Frankfurt a.M.,NULL,60528,Germany
10593,LEHMS,7,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-08-13 00:00:00.000,2,174.20,Frankfurt a.M.,NULL,60528,Germany
10594,OLDWO,3,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-07-16 00:00:00.000,2,5.24,Anchorage,AK,99508,USA
10595,ERNSH,2,1997-07-10 00:00:00.000,1997-08-07 00:00:00.000,1997-07-14 00:00:00.000,1,96.78,Graz,NULL,8010,Austria
10596,WHITC,8,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-08-12 00:00:00.000,1,16.34,Seattle,WA,98124,USA
10597,PICCO,7,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-07-18 00:00:00.000,3,35.12,Salzburg,NULL,5020,Austria
